instance_pre,Delta7(PB15)_L1L9R8_R,Delta7(PB15)_L2R7_R,Delta7(PB15)_L3R6_R,Delta7(PB15)_L4R5_R,Delta7(PB15)_L5R4_L,Delta7(PB15)_L6R3_L,Delta7(PB15)_L7R2_L,Delta7(PB15)_L8R1R9_L,EPG(PB08)_L1,EPG(PB08)_L2,EPG(PB08)_L3,EPG(PB08)_L4,EPG(PB08)_L5,EPG(PB08)_L6,EPG(PB08)_L7,EPG(PB08)_L8,EPG(PB08)_R1,EPG(PB08)_R2,EPG(PB08)_R3,EPG(PB08)_R4,EPG(PB08)_R5,EPG(PB08)_R6,EPG(PB08)_R7,EPG(PB08)_R8,PEG(PB07)_L1,PEG(PB07)_L2,PEG(PB07)_L3,PEG(PB07)_L4,PEG(PB07)_L5,PEG(PB07)_L6,PEG(PB07)_L7,PEG(PB07)_L8,PEG(PB07)_L9,PEG(PB07)_R1,PEG(PB07)_R2,PEG(PB07)_R3,PEG(PB07)_R4,PEG(PB07)_R5,PEG(PB07)_R6,PEG(PB07)_R7,PEG(PB07)_R8,PEG(PB07)_R9,PEN_a(PB06a)_L2,PEN_a(PB06a)_L3,PEN_a(PB06a)_L4,PEN_a(PB06a)_L5,PEN_a(PB06a)_L6,PEN_a(PB06a)_L7,PEN_a(PB06a)_L8,PEN_a(PB06a)_L9,PEN_a(PB06a)_R2,PEN_a(PB06a)_R3,PEN_a(PB06a)_R4,PEN_a(PB06a)_R5,PEN_a(PB06a)_R6,PEN_a(PB06a)_R7,PEN_a(PB06a)_R8,PEN_a(PB06a)_R9,PEN_b(PB06b)_L2,PEN_b(PB06b)_L3,PEN_b(PB06b)_L4,PEN_b(PB06b)_L5,PEN_b(PB06b)_L6,PEN_b(PB06b)_L7,PEN_b(PB06b)_L8,PEN_b(PB06b)_L9,PEN_b(PB06b)_R2,PEN_b(PB06b)_R3,PEN_b(PB06b)_R4,PEN_b(PB06b)_R5,PEN_b(PB06b)_R6,PEN_b(PB06b)_R7,PEN_b(PB06b)_R8,PEN_b(PB06b)_R9
PEG(PB07)_L7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.5,0.0,1.0,2.5,2.6,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0
PEG(PB07)_L8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.5,1.0,1.3333333333333333,0.0,2.857142857142857,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,30.0,1.5,0.0,0.0,0.0,0.0,0.0
PEG(PB07)_L9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,2.0,0.0,2.0,1.0,2.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.5,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEG(PB07)_R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEG(PB07)_R2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,31.0,1.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0
PEG(PB07)_R3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.6666666666666665,2.0,0.0,1.0,2.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,1.0,0.0,1.0,22.5,0.0,0.0,0.0,0.0,0.0
PEG(PB07)_R4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,2.0,0.0,0.0,0.0,1.0,58.0,2.0,0.0,0.0,0.0
PEG(PB07)_R5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3333333333333335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
PEG(PB07)_R6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,3.0,0.0
PEG(PB07)_R7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,3.0
PEG(PB07)_R8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0
PEG(PB07)_R9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
PEN_a(PB06a)_L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,14.0,1.0,0.0,0.0,0.0,6.5,29.0,87.5,12.5,0.0,0.0,0.0,0.0,4.333333333333333,32.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,12.0,13.0,19.0,18.0,24.0,11.5,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,9.0,12.5,8.0,6.0,4.0,16.0,11.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
PEN_a(PB06a)_L3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68.0,83.5,7.5,0.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,3.5,48.0,66.75,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,6.75,13.0,9.5,20.0,18.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,7.0,9.0,7.0,12.0,4.0,11.0,15.0,5.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5
PEN_a(PB06a)_L4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.25,33.0,53.333333333333336,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,27.166666666666668,50.666666666666664,13.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.5,7.5,0.0,5.333333333333333,10.5,12.5,12.5,14.0,1.0,0.0,0.0,0.0,0.0,3.0,7.5,2.5,10.5,3.5,4.75,3.6666666666666665,5.5,5.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
PEN_a(PB06a)_L5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.666666666666664,60.333333333333336,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.666666666666664,61.333333333333336,8.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,18.0,15.0,4.0,0.0,4.666666666666667,13.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,7.0,8.0,2.0,10.0,2.25,13.0,12.0,9.0,0.0,0.0,0.0,0.0,1.5,10.0,0.0,0.0
PEN_a(PB06a)_L6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,30.166666666666668,3.1666666666666665,0.0,0.0,0.0,0.0,3.0,21.333333333333332,43.5,8.833333333333334,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.5,12.0,10.5,5.0,0.0,6.0,20.5,12.0,0.0,0.0,0.0,3.5,7.75,2.0,0.0,0.0,6.5,5.0,6.0,3.0,4.25,5.5,13.5,1.75,0.0,0.0,0.0,1.0,4.666666666666667,0.0,0.0,0.0
PEN_a(PB06a)_L7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.333333333333332,75.33333333333333,9.666666666666666,2.0,0.0,5.5,66.66666666666667,77.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,19.0,11.5,15.0,13.333333333333334,0.0,13.5,27.0,0.0,0.0,3.5,9.0,3.0,0.0,0.0,0.0,6.0,5.0,5.0,8.0,3.0,7.333333333333333,2.5,9.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
PEN_a(PB06a)_L8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,38.0,77.66666666666667,13.75,3.0,48.5,79.0,22.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,23.0,11.5,12.0,21.5,8.0,0.0,13.0,0.0,1.0,11.0,3.0,0.0,0.0,0.0,0.0,10.0,4.0,10.0,9.0,10.0,8.0,9.0,7.666666666666667,0.0,3.0,7.5,2.0,0.0,0.0,0.0,0.0
PEN_a(PB06a)_L9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,1.0,0.0,0.0,5.666666666666667,53.333333333333336,76.5,64.0,90.5,22.666666666666668,3.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,32.0,16.0,22.0,17.5,20.0,15.0,0.0,5.0,14.0,1.5,0.0,0.0,0.0,0.0,0.0,7.0,17.0,8.0,10.0,4.5,16.0,21.0,7.5,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
PEN_a(PB06a)_R2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.5,15.0,1.5,0.0,0.0,0.0,0.0,28.5,97.5,8.0,0.0,0.0,0.0,0.0,4.0,35.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.5,14.0,11.0,15.0,11.0,16.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,1.0,4.0,5.0,5.0,8.0,9.0,3.3333333333333335
PEN_a(PB06a)_R3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.5,59.666666666666664,82.5,64.5,108.5,16.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,8.0,0.0,6.0,6.0,11.5,15.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,7.0,4.5,9.0,4.5,9.0,8.0,4.5
PEN_a(PB06a)_R4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,27.666666666666668,55.833333333333336,10.125,3.6666666666666665,43.75,64.16666666666667,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.666666666666667,3.0,16.5,8.75,0.0,7.75,9.8,18.0,21.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,7.0,4.0,6.555555555555555,6.0,5.5,5.0,7.0,5.0
PEN_a(PB06a)_R5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,38.666666666666664,82.33333333333333,14.0,1.0,0.0,5.5,60.0,85.66666666666667,10.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,0.0,10.0,9.0,6.75,0.0,7.333333333333333,15.0,9.0,11.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,3.0,6.0,7.5,12.0,3.3333333333333335,9.0,6.0,3.5
PEN_a(PB06a)_R6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,24.666666666666668,37.833333333333336,5.8,0.0,0.0,0.0,0.0,3.6666666666666665,23.5,45.833333333333336,8.333333333333334,2.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,0.0,0.0,12.0,7.0,12.0,8.0,0.0,8.0,17.0,15.5,0.0,0.0,0.0,1.0,3.75,0.0,0.0,0.0,6.0,3.0,5.75,8.5,4.625,3.3333333333333335,5.5,5.0
PEN_a(PB06a)_R7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,40.666666666666664,60.333333333333336,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.666666666666664,71.0,7.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.5,13.0,3.0,0.0,0.0,0.0,8.0,11.0,14.5,17.0,6.0,0.0,11.0,28.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,13.0,8.0,6.0,20.0,3.25,7.0,14.0,9.5
PEN_a(PB06a)_R8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,44.0,83.33333333333333,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,81.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,0.0,0.0,0.0,0.0,0.0,18.0,13.0,18.0,12.0,20.5,19.0,0.0,13.0,0.0,2.0,2.5,1.0,0.0,0.0,0.0,0.0,15.0,5.0,8.5,12.0,4.5,10.0,18.5,4.5
PEN_a(PB06a)_R9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.5,67.0,9.333333333333334,1.0,0.0,0.0,0.0,2.6666666666666665,22.0,0.0,0.0,0.0,0.0,2.5,37.0,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,1.5,0.0,0.0,0.0,0.0,0.0,8.5,13.0,18.0,22.0,20.5,22.0,16.5,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,7.5,19.0,7.5,10.0,16.0,5.75
PEN_b(PB06b)_L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,2.5,0.0,0.0,0.0,0.0,0.0,9.333333333333334,85.5,2.0,0.0,0.0,0.0,0.0,2.0,15.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.5,6.5,7.5,8.0,13.5,4.0,12.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,23.0,15.0,25.0,15.0,44.0,12.666666666666666,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
PEN_b(PB06b)_L3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,67.5,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,8.0,3.3333333333333335,13.0,5.0,6.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,5.0,29.0,13.0,29.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
PEN_b(PB06b)_L4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.75,52.333333333333336,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.166666666666666,37.166666666666664,5.0,0.0,1.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,0.0,0.0,15.5,7.5,4.888888888888889,5.5,7.75,7.5,12.5,10.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,22.0,13.0,0.0,13.0,18.25,13.0,29.5,15.5,0.0,0.0,0.0,0.0,0.0,1.0,11.5,1.0
PEN_b(PB06b)_L5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.333333333333332,45.333333333333336,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,60.333333333333336,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,19.0,5.5,6.5,4.5,5.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,13.0,31.0,12.0,0.0,10.5,45.0,20.0,27.5,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0
PEN_b(PB06b)_L6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.166666666666666,34.833333333333336,1.0,0.0,0.0,0.0,0.0,0.0,11.0,33.166666666666664,1.5,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.5,8.5,4.25,4.0,4.222222222222222,6.5,10.5,10.5,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,31.5,17.5,18.25,6.666666666666667,0.0,9.0,36.5,12.75,0.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0
PEN_b(PB06b)_L7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,75.33333333333333,1.5,0.0,0.0,0.0,29.333333333333332,74.33333333333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,6.5,10.0,4.333333333333333,10.5,9.0,16.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,13.0,33.0,12.0,23.0,5.333333333333333,0.0,28.0,26.5,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0
PEN_b(PB06b)_L8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.666666666666666,53.0,3.0,0.0,17.5,57.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.5,9.0,11.0,15.0,10.5,17.0,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,36.0,28.0,23.0,23.0,27.0,26.0,0.0,18.666666666666668,0.0,4.0,10.5,0.0,0.0,0.0,0.0,0.0
PEN_b(PB06b)_L9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.833333333333332,40.125,12.25,34.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,3.5,6.5,4.5,8.5,7.5,4.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,9.5,22.0,11.5,28.5,11.666666666666666,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
PEN_b(PB06b)_R2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,84.0,1.5,0.0,0.0,0.0,0.0,4.0,18.25,78.5,1.5,0.0,0.0,0.0,0.0,1.0,10.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,8.0,5.0,4.0,9.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,19.0,11.0,18.0,27.0,15.5
PEN_b(PB06b)_R3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.666666666666668,58.5,24.5,73.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,3.5,5.5,8.0,4.5,12.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,9.0,0.0,11.0,28.0,3.5,17.0,22.0,20.0
PEN_b(PB06b)_R4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.666666666666668,37.0,2.8,0.0,11.5,47.333333333333336,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,9.0,5.5,5.875,5.0,5.5,14.0,9.0,8.5,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,19.5,9.5,0.0,14.5,13.0,11.5,24.0,11.75
PEN_b(PB06b)_R5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,78.0,0.0,0.0,0.0,0.0,22.666666666666668,77.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,6.0,16.0,9.5,8.333333333333334,19.0,11.0,17.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,21.0,24.0,8.0,0.0,8.333333333333334,25.0,27.0,29.0
