instance_pre,instance_post,conn_num,tot_syn_cnt,mean_syn_cnt,syn_cnt_sd
Delta7(PB15)_L5R4_L,EPG(PB08)_L5,15,297,19.8,7.398841608174697
Delta7(PB15)_L5R4_L,EPG(PB08)_L2,8,20,2.5,0.9258200997725514
Delta7(PB15)_L5R4_L,EPG(PB08)_R6,4,4,1.0,0.0
Delta7(PB15)_L5R4_L,EPG(PB08)_R7,4,6,1.5,0.5773502691896257
Delta7(PB15)_L5R4_L,EPG(PB08)_L7,1,1,1.0,0.0
Delta7(PB15)_L5R4_L,EPG(PB08)_L8,0,0,0.0,0.0
Delta7(PB15)_L5R4_L,EPG(PB08)_R8,7,10,1.4285714285714286,0.7867957924694432
Delta7(PB15)_L5R4_L,EPG(PB08)_R1,4,7,1.75,0.9574271077563381
Delta7(PB15)_L5R4_L,Delta7(PB15)_L6R3_L,25,178,7.12,3.992910383834495
Delta7(PB15)_L5R4_L,Delta7(PB15)_L4R5_R,26,211,8.115384615384615,5.494192738351454
Delta7(PB15)_L5R4_L,Delta7(PB15)_L1L9R8_R,25,425,17.0,4.73462423711393
Delta7(PB15)_L5R4_L,Delta7(PB15)_L8R1R9_L,25,339,13.56,3.819685850956856
Delta7(PB15)_L5R4_L,Delta7(PB15)_L3R6_R,20,220,11.0,5.0157646213555624
Delta7(PB15)_L5R4_L,Delta7(PB15)_L7R2_L,15,159,10.6,3.9424430424366492
Delta7(PB15)_L5R4_L,Delta7(PB15)_L2R7_R,25,332,13.28,5.412331598611945
Delta7(PB15)_L5R4_L,PEG(PB07)_R1,4,6,1.5,0.5773502691896257
Delta7(PB15)_L5R4_L,PEG(PB07)_L5,5,286,57.2,11.734564329364767
Delta7(PB15)_L5R4_L,PEG(PB07)_L6,3,24,8.0,7.810249675906654
Delta7(PB15)_L5R4_L,PEG(PB07)_R6,1,1,1.0,0.0
Delta7(PB15)_L5R4_L,PEG(PB07)_R4,5,156,31.2,7.259476565152615
Delta7(PB15)_L5R4_L,PEG(PB07)_L4,2,15,7.5,9.192388155425117
Delta7(PB15)_L5R4_L,PEG(PB07)_R2,3,5,1.6666666666666667,0.5773502691896257
Delta7(PB15)_L5R4_L,PEG(PB07)_R3,3,4,1.3333333333333333,0.5773502691896257
Delta7(PB15)_L5R4_L,PEG(PB07)_L3,2,5,2.5,0.7071067811865476
Delta7(PB15)_L5R4_L,PEG(PB07)_R7,3,3,1.0,0.0
Delta7(PB15)_L5R4_L,PEG(PB07)_L7,0,0,0.0,0.0
Delta7(PB15)_L5R4_L,PEG(PB07)_L8,0,0,0.0,0.0
Delta7(PB15)_L5R4_L,PEG(PB07)_R9,0,0,0.0,0.0
Delta7(PB15)_L5R4_L,PEG(PB07)_L1,2,4,2.0,0.0
Delta7(PB15)_L5R4_L,PEG(PB07)_L2,5,14,2.8,1.4832396974191326
Delta7(PB15)_L5R4_L,PEG(PB07)_L9,1,1,1.0,0.0
Delta7(PB15)_L5R4_L,PEG(PB07)_R5,5,36,7.2,3.7682887362833544
Delta7(PB15)_L5R4_L,PEG(PB07)_R8,3,4,1.3333333333333333,0.5773502691896257
Delta7(PB15)_L5R4_L,PEN_a(PB06a)_L7,1,1,1.0,0.0
Delta7(PB15)_L5R4_L,PEN_a(PB06a)_R4,10,157,15.7,5.9076221950967716
Delta7(PB15)_L5R4_L,PEN_a(PB06a)_R3,2,3,1.5,0.7071067811865476
Delta7(PB15)_L5R4_L,PEN_a(PB06a)_L2,3,3,1.0,0.0
Delta7(PB15)_L5R4_L,PEN_a(PB06a)_R6,0,0,0.0,0.0
Delta7(PB15)_L5R4_L,PEN_a(PB06a)_L6,4,21,5.25,4.425306015783918
Delta7(PB15)_L5R4_L,PEN_a(PB06a)_L4,6,19,3.1666666666666665,1.834847859269718
Delta7(PB15)_L5R4_L,PEN_a(PB06a)_R5,2,3,1.5,0.7071067811865476
Delta7(PB15)_L5R4_L,PEN_a(PB06a)_R2,1,1,1.0,0.0
Delta7(PB15)_L5R4_L,PEN_a(PB06a)_R7,1,1,1.0,0.0
Delta7(PB15)_L5R4_L,PEN_a(PB06a)_R8,1,1,1.0,0.0
Delta7(PB15)_L5R4_L,PEN_a(PB06a)_L8,0,0,0.0,0.0
Delta7(PB15)_L5R4_L,PEN_a(PB06a)_R9,0,0,0.0,0.0
Delta7(PB15)_L5R4_L,PEN_a(PB06a)_L9,1,1,1.0,0.0
Delta7(PB15)_L5R4_L,PEN_a(PB06a)_L3,0,0,0.0,0.0
Delta7(PB15)_L5R4_L,PEN_a(PB06a)_L5,5,100,20.0,9.40744386111339
Delta7(PB15)_L5R4_L,PEN_b(PB06b)_L4,6,37,6.166666666666667,5.564770136013406
Delta7(PB15)_L5R4_L,PEN_b(PB06b)_R4,10,541,54.1,21.553293122964863
Delta7(PB15)_L5R4_L,PEN_b(PB06b)_L6,5,88,17.6,20.80384579831335
Delta7(PB15)_L5R4_L,PEN_b(PB06b)_R7,1,1,1.0,0.0
Delta7(PB15)_L5R4_L,PEN_b(PB06b)_R2,1,2,2.0,0.0
Delta7(PB15)_L5R4_L,PEN_b(PB06b)_R5,4,59,14.75,8.808140174482542
Delta7(PB15)_L5R4_L,PEN_b(PB06b)_R6,1,1,1.0,0.0
Delta7(PB15)_L5R4_L,PEN_b(PB06b)_R3,4,12,3.0,1.4142135623730951
Delta7(PB15)_L5R4_L,PEN_b(PB06b)_R8,2,4,2.0,1.4142135623730951
Delta7(PB15)_L5R4_L,PEN_b(PB06b)_R9,0,0,0.0,0.0
Delta7(PB15)_L5R4_L,PEN_b(PB06b)_L9,0,0,0.0,0.0
Delta7(PB15)_L5R4_L,PEN_b(PB06b)_L7,1,1,1.0,0.0
Delta7(PB15)_L5R4_L,PEN_b(PB06b)_L8,0,0,0.0,0.0
Delta7(PB15)_L5R4_L,PEN_b(PB06b)_L5,5,485,97.0,22.427661492005804
Delta7(PB15)_L5R4_L,PEN_b(PB06b)_L2,2,3,1.5,0.7071067811865476
Delta7(PB15)_L5R4_L,PEN_b(PB06b)_L3,3,4,1.3333333333333333,0.5773502691896257
Delta7(PB15)_L4R5_R,EPG(PB08)_L3,2,2,1.0,0.0
Delta7(PB15)_L4R5_R,EPG(PB08)_R4,6,11,1.8333333333333333,0.752772652709081
Delta7(PB15)_L4R5_R,EPG(PB08)_R3,11,21,1.9090909090909092,1.4459976109624424
Delta7(PB15)_L4R5_R,EPG(PB08)_L6,1,1,1.0,0.0
Delta7(PB15)_L4R5_R,EPG(PB08)_L1,6,12,2.0,0.8944271909999159
Delta7(PB15)_L4R5_R,EPG(PB08)_R2,7,9,1.2857142857142858,0.4879500364742666
Delta7(PB15)_L4R5_R,EPG(PB08)_L4,16,253,15.8125,9.70373639378152
Delta7(PB15)_L4R5_R,EPG(PB08)_R5,15,296,19.733333333333334,8.811248222476497
Delta7(PB15)_L4R5_R,EPG(PB08)_L5,9,67,7.444444444444445,5.433946795633702
Delta7(PB15)_L4R5_R,EPG(PB08)_L2,7,13,1.8571428571428572,1.2149857925879117
Delta7(PB15)_L4R5_R,EPG(PB08)_R6,6,46,7.666666666666667,2.943920288775949
Delta7(PB15)_L4R5_R,EPG(PB08)_R7,1,1,1.0,0.0
Delta7(PB15)_L4R5_R,EPG(PB08)_L7,4,5,1.25,0.5
Delta7(PB15)_L4R5_R,EPG(PB08)_L8,5,5,1.0,0.0
Delta7(PB15)_L4R5_R,EPG(PB08)_R8,3,4,1.3333333333333333,0.5773502691896257
Delta7(PB15)_L4R5_R,EPG(PB08)_R1,6,11,1.8333333333333333,1.602081978759722
Delta7(PB15)_L4R5_R,Delta7(PB15)_L6R3_L,26,426,16.384615384615383,6.184347487500508
Delta7(PB15)_L4R5_R,Delta7(PB15)_L5R4_L,27,251,9.296296296296296,5.4336191000305245
Delta7(PB15)_L4R5_R,Delta7(PB15)_L1L9R8_R,26,544,20.923076923076923,7.445390933580732
Delta7(PB15)_L4R5_R,Delta7(PB15)_L8R1R9_L,25,493,19.72,6.573431371817918
Delta7(PB15)_L4R5_R,Delta7(PB15)_L3R6_R,20,199,9.95,3.8178941564000546
Delta7(PB15)_L4R5_R,Delta7(PB15)_L7R2_L,15,283,18.866666666666667,7.576907272068453
Delta7(PB15)_L4R5_R,Delta7(PB15)_L2R7_R,26,423,16.26923076923077,6.4097281833643605
Delta7(PB15)_L4R5_R,PEG(PB07)_R1,2,3,1.5,0.7071067811865476
Delta7(PB15)_L4R5_R,PEG(PB07)_L5,4,82,20.5,16.380883167074153
Delta7(PB15)_L4R5_R,PEG(PB07)_L6,1,1,1.0,0.0
Delta7(PB15)_L4R5_R,PEG(PB07)_R6,4,52,13.0,12.935738607954837
Delta7(PB15)_L4R5_R,PEG(PB07)_R4,5,17,3.4,3.286335345030997
Delta7(PB15)_L4R5_R,PEG(PB07)_L4,6,249,41.5,24.857594412975686
Delta7(PB15)_L4R5_R,PEG(PB07)_R2,0,0,0.0,0.0
Delta7(PB15)_L4R5_R,PEG(PB07)_R3,4,7,1.75,0.9574271077563381
Delta7(PB15)_L4R5_R,PEG(PB07)_L3,1,1,1.0,0.0
Delta7(PB15)_L4R5_R,PEG(PB07)_R7,0,0,0.0,0.0
Delta7(PB15)_L4R5_R,PEG(PB07)_L7,1,1,1.0,0.0
Delta7(PB15)_L4R5_R,PEG(PB07)_L8,0,0,0.0,0.0
Delta7(PB15)_L4R5_R,PEG(PB07)_R9,1,1,1.0,0.0
Delta7(PB15)_L4R5_R,PEG(PB07)_L1,3,3,1.0,0.0
Delta7(PB15)_L4R5_R,PEG(PB07)_L2,4,6,1.5,0.5773502691896257
Delta7(PB15)_L4R5_R,PEG(PB07)_L9,0,0,0.0,0.0
Delta7(PB15)_L4R5_R,PEG(PB07)_R5,5,335,67.0,10.319883720275147
Delta7(PB15)_L4R5_R,PEG(PB07)_R8,1,1,1.0,0.0
Delta7(PB15)_L4R5_R,PEN_a(PB06a)_L7,0,0,0.0,0.0
Delta7(PB15)_L4R5_R,PEN_a(PB06a)_R4,4,11,2.75,2.3629078131263044
Delta7(PB15)_L4R5_R,PEN_a(PB06a)_R3,2,2,1.0,0.0
Delta7(PB15)_L4R5_R,PEN_a(PB06a)_L2,1,1,1.0,0.0
Delta7(PB15)_L4R5_R,PEN_a(PB06a)_R6,7,54,7.714285714285714,6.701101544131525
Delta7(PB15)_L4R5_R,PEN_a(PB06a)_L6,0,0,0.0,0.0
Delta7(PB15)_L4R5_R,PEN_a(PB06a)_L4,11,267,24.272727272727273,13.498821497381977
Delta7(PB15)_L4R5_R,PEN_a(PB06a)_R5,5,145,29.0,11.76860229593982
Delta7(PB15)_L4R5_R,PEN_a(PB06a)_R2,2,3,1.5,0.7071067811865476
Delta7(PB15)_L4R5_R,PEN_a(PB06a)_R7,1,1,1.0,0.0
Delta7(PB15)_L4R5_R,PEN_a(PB06a)_R8,3,3,1.0,0.0
Delta7(PB15)_L4R5_R,PEN_a(PB06a)_L8,0,0,0.0,0.0
Delta7(PB15)_L4R5_R,PEN_a(PB06a)_R9,0,0,0.0,0.0
Delta7(PB15)_L4R5_R,PEN_a(PB06a)_L9,0,0,0.0,0.0
Delta7(PB15)_L4R5_R,PEN_a(PB06a)_L3,0,0,0.0,0.0
Delta7(PB15)_L4R5_R,PEN_a(PB06a)_L5,3,21,7.0,6.0
Delta7(PB15)_L4R5_R,PEN_b(PB06b)_L4,11,629,57.18181818181818,29.181563295403425
Delta7(PB15)_L4R5_R,PEN_b(PB06b)_R4,5,19,3.8,3.5637059362410923
Delta7(PB15)_L4R5_R,PEN_b(PB06b)_L6,0,0,0.0,0.0
Delta7(PB15)_L4R5_R,PEN_b(PB06b)_R7,1,1,1.0,0.0
Delta7(PB15)_L4R5_R,PEN_b(PB06b)_R2,2,2,1.0,0.0
Delta7(PB15)_L4R5_R,PEN_b(PB06b)_R5,5,620,124.0,16.278820596099706
Delta7(PB15)_L4R5_R,PEN_b(PB06b)_R6,8,127,15.875,15.338443765351723
Delta7(PB15)_L4R5_R,PEN_b(PB06b)_R3,1,1,1.0,0.0
Delta7(PB15)_L4R5_R,PEN_b(PB06b)_R8,1,1,1.0,0.0
Delta7(PB15)_L4R5_R,PEN_b(PB06b)_R9,0,0,0.0,0.0
Delta7(PB15)_L4R5_R,PEN_b(PB06b)_L9,0,0,0.0,0.0
Delta7(PB15)_L4R5_R,PEN_b(PB06b)_L7,0,0,0.0,0.0
Delta7(PB15)_L4R5_R,PEN_b(PB06b)_L8,0,0,0.0,0.0
Delta7(PB15)_L4R5_R,PEN_b(PB06b)_L5,4,87,21.75,22.82359889821644
Delta7(PB15)_L4R5_R,PEN_b(PB06b)_L2,0,0,0.0,0.0
Delta7(PB15)_L4R5_R,PEN_b(PB06b)_L3,0,0,0.0,0.0
Delta7(PB15)_L1L9R8_R,EPG(PB08)_L3,3,3,1.0,0.0
Delta7(PB15)_L1L9R8_R,EPG(PB08)_R4,15,29,1.9333333333333333,0.8837151016885368
Delta7(PB15)_L1L9R8_R,EPG(PB08)_R3,14,29,2.0714285714285716,1.5915297775935684
Delta7(PB15)_L1L9R8_R,EPG(PB08)_L6,10,16,1.6,0.699205898780101
Delta7(PB15)_L1L9R8_R,EPG(PB08)_L1,10,221,22.1,6.624030327359453
Delta7(PB15)_L1L9R8_R,EPG(PB08)_R2,0,0,0.0,0.0
Delta7(PB15)_L1L9R8_R,EPG(PB08)_L4,13,22,1.6923076923076923,0.8548504142651103
Delta7(PB15)_L1L9R8_R,EPG(PB08)_R5,10,19,1.9,1.66332999331662
Delta7(PB15)_L1L9R8_R,EPG(PB08)_L5,9,20,2.2222222222222223,1.2018504251546631
Delta7(PB15)_L1L9R8_R,EPG(PB08)_L2,8,39,4.875,3.6030740843261686
Delta7(PB15)_L1L9R8_R,EPG(PB08)_R6,5,5,1.0,0.0
Delta7(PB15)_L1L9R8_R,EPG(PB08)_R7,6,11,1.8333333333333333,1.1690451944500122
Delta7(PB15)_L1L9R8_R,EPG(PB08)_L7,3,3,1.0,0.0
Delta7(PB15)_L1L9R8_R,EPG(PB08)_L8,3,5,1.6666666666666667,0.5773502691896257
Delta7(PB15)_L1L9R8_R,EPG(PB08)_R8,20,384,19.2,8.476593158748825
Delta7(PB15)_L1L9R8_R,EPG(PB08)_R1,7,46,6.571428571428571,3.735288603626359
Delta7(PB15)_L1L9R8_R,Delta7(PB15)_L6R3_L,25,449,17.96,4.97058011369565
Delta7(PB15)_L1L9R8_R,Delta7(PB15)_L5R4_L,25,497,19.88,5.4644304369257
Delta7(PB15)_L1L9R8_R,Delta7(PB15)_L4R5_R,25,517,20.68,5.063924696649164
Delta7(PB15)_L1L9R8_R,Delta7(PB15)_L8R1R9_L,25,207,8.28,4.257542327055207
Delta7(PB15)_L1L9R8_R,Delta7(PB15)_L3R6_R,20,229,11.45,5.716780470454364
Delta7(PB15)_L1L9R8_R,Delta7(PB15)_L7R2_L,15,177,11.8,5.671986298593163
Delta7(PB15)_L1L9R8_R,Delta7(PB15)_L2R7_R,25,211,8.44,5.362524281219309
Delta7(PB15)_L1L9R8_R,PEG(PB07)_R1,5,44,8.8,4.08656334834051
Delta7(PB15)_L1L9R8_R,PEG(PB07)_L5,2,4,2.0,1.4142135623730951
Delta7(PB15)_L1L9R8_R,PEG(PB07)_L6,2,4,2.0,1.4142135623730951
Delta7(PB15)_L1L9R8_R,PEG(PB07)_R6,2,2,1.0,0.0
Delta7(PB15)_L1L9R8_R,PEG(PB07)_R4,4,6,1.5,0.5773502691896257
Delta7(PB15)_L1L9R8_R,PEG(PB07)_L4,5,11,2.2,1.6431676725154984
Delta7(PB15)_L1L9R8_R,PEG(PB07)_R2,0,0,0.0,0.0
Delta7(PB15)_L1L9R8_R,PEG(PB07)_R3,4,14,3.5,1.9148542155126762
Delta7(PB15)_L1L9R8_R,PEG(PB07)_L3,0,0,0.0,0.0
Delta7(PB15)_L1L9R8_R,PEG(PB07)_R7,1,7,7.0,0.0
Delta7(PB15)_L1L9R8_R,PEG(PB07)_L7,2,2,1.0,0.0
Delta7(PB15)_L1L9R8_R,PEG(PB07)_L8,2,2,1.0,0.0
Delta7(PB15)_L1L9R8_R,PEG(PB07)_R9,3,24,8.0,5.5677643628300215
Delta7(PB15)_L1L9R8_R,PEG(PB07)_L1,5,237,47.4,12.401612798341997
Delta7(PB15)_L1L9R8_R,PEG(PB07)_L2,5,50,10.0,11.269427669584644
Delta7(PB15)_L1L9R8_R,PEG(PB07)_L9,5,172,34.4,13.575713609236164
Delta7(PB15)_L1L9R8_R,PEG(PB07)_R5,2,3,1.5,0.7071067811865476
Delta7(PB15)_L1L9R8_R,PEG(PB07)_R8,5,311,62.2,18.033302526159762
Delta7(PB15)_L1L9R8_R,PEN_a(PB06a)_L7,1,1,1.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_a(PB06a)_R4,2,2,1.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_a(PB06a)_R3,4,7,1.75,0.9574271077563381
Delta7(PB15)_L1L9R8_R,PEN_a(PB06a)_L2,4,27,6.75,5.123475382979799
Delta7(PB15)_L1L9R8_R,PEN_a(PB06a)_R6,1,1,1.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_a(PB06a)_L6,1,1,1.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_a(PB06a)_L4,2,3,1.5,0.7071067811865476
Delta7(PB15)_L1L9R8_R,PEN_a(PB06a)_R5,2,3,1.5,0.7071067811865476
Delta7(PB15)_L1L9R8_R,PEN_a(PB06a)_R2,0,0,0.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_a(PB06a)_R7,4,14,3.5,5.0
Delta7(PB15)_L1L9R8_R,PEN_a(PB06a)_R8,5,124,24.8,10.059821071967434
Delta7(PB15)_L1L9R8_R,PEN_a(PB06a)_L8,1,3,3.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_a(PB06a)_R9,2,2,1.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_a(PB06a)_L9,5,77,15.4,4.219004621945797
Delta7(PB15)_L1L9R8_R,PEN_a(PB06a)_L3,2,2,1.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_a(PB06a)_L5,3,3,1.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_b(PB06b)_L4,1,1,1.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_b(PB06b)_R4,1,1,1.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_b(PB06b)_L6,5,5,1.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_b(PB06b)_R7,2,18,9.0,4.242640687119285
Delta7(PB15)_L1L9R8_R,PEN_b(PB06b)_R2,1,1,1.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_b(PB06b)_R5,2,4,2.0,1.4142135623730951
Delta7(PB15)_L1L9R8_R,PEN_b(PB06b)_R6,0,0,0.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_b(PB06b)_R3,5,5,1.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_b(PB06b)_R8,5,441,88.2,28.743694960808362
Delta7(PB15)_L1L9R8_R,PEN_b(PB06b)_R9,5,21,4.2,2.3874672772626644
Delta7(PB15)_L1L9R8_R,PEN_b(PB06b)_L9,10,504,50.4,15.443085471786034
Delta7(PB15)_L1L9R8_R,PEN_b(PB06b)_L7,0,0,0.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_b(PB06b)_L8,1,3,3.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_b(PB06b)_L5,0,0,0.0,0.0
Delta7(PB15)_L1L9R8_R,PEN_b(PB06b)_L2,2,27,13.5,2.1213203435596424
Delta7(PB15)_L1L9R8_R,PEN_b(PB06b)_L3,1,1,1.0,0.0
Delta7(PB15)_L8R1R9_L,EPG(PB08)_L3,13,23,1.7692307692307692,0.9268086959962983
Delta7(PB15)_L8R1R9_L,EPG(PB08)_R4,6,11,1.8333333333333333,0.752772652709081
Delta7(PB15)_L8R1R9_L,EPG(PB08)_R3,7,9,1.2857142857142858,0.4879500364742666
Delta7(PB15)_L8R1R9_L,EPG(PB08)_L6,3,3,1.0,0.0
Delta7(PB15)_L8R1R9_L,EPG(PB08)_L1,7,28,4.0,3.109126351029605
Delta7(PB15)_L8R1R9_L,EPG(PB08)_R2,9,59,6.555555555555555,6.5404722901161945
Delta7(PB15)_L8R1R9_L,EPG(PB08)_L4,8,12,1.5,0.7559289460184545
Delta7(PB15)_L8R1R9_L,EPG(PB08)_R5,13,31,2.3846153846153846,0.9607689228305228
Delta7(PB15)_L8R1R9_L,EPG(PB08)_L5,3,4,1.3333333333333333,0.5773502691896257
Delta7(PB15)_L8R1R9_L,EPG(PB08)_L2,3,4,1.3333333333333333,0.5773502691896257
Delta7(PB15)_L8R1R9_L,EPG(PB08)_R6,11,16,1.4545454545454546,0.6875516509523286
Delta7(PB15)_L8R1R9_L,EPG(PB08)_R7,8,9,1.125,0.3535533905932738
Delta7(PB15)_L8R1R9_L,EPG(PB08)_L7,4,15,3.75,1.707825127659933
Delta7(PB15)_L8R1R9_L,EPG(PB08)_L8,20,369,18.45,4.795557154393286
Delta7(PB15)_L8R1R9_L,EPG(PB08)_R8,6,14,2.3333333333333335,1.7511900715418263
Delta7(PB15)_L8R1R9_L,EPG(PB08)_R1,10,226,22.6,6.501281924871945
Delta7(PB15)_L8R1R9_L,Delta7(PB15)_L6R3_L,25,204,8.16,4.749385925218824
Delta7(PB15)_L8R1R9_L,Delta7(PB15)_L5R4_L,25,425,17.0,5.7081812631812365
Delta7(PB15)_L8R1R9_L,Delta7(PB15)_L4R5_R,25,380,15.2,3.840572873934304
Delta7(PB15)_L8R1R9_L,Delta7(PB15)_L1L9R8_R,25,217,8.68,3.7161808352124095
Delta7(PB15)_L8R1R9_L,Delta7(PB15)_L3R6_R,20,374,18.7,6.0879518637007015
Delta7(PB15)_L8R1R9_L,Delta7(PB15)_L7R2_L,14,118,8.428571428571429,6.110700396898816
Delta7(PB15)_L8R1R9_L,Delta7(PB15)_L2R7_R,25,299,11.96,5.020624131187941
Delta7(PB15)_L8R1R9_L,PEG(PB07)_R1,5,255,51.0,7.280109889280518
Delta7(PB15)_L8R1R9_L,PEG(PB07)_L5,1,1,1.0,0.0
Delta7(PB15)_L8R1R9_L,PEG(PB07)_L6,0,0,0.0,0.0
Delta7(PB15)_L8R1R9_L,PEG(PB07)_R6,2,2,1.0,0.0
Delta7(PB15)_L8R1R9_L,PEG(PB07)_R4,2,2,1.0,0.0
Delta7(PB15)_L8R1R9_L,PEG(PB07)_L4,4,4,1.0,0.0
Delta7(PB15)_L8R1R9_L,PEG(PB07)_R2,5,67,13.4,8.561541917201597
Delta7(PB15)_L8R1R9_L,PEG(PB07)_R3,2,3,1.5,0.7071067811865476
Delta7(PB15)_L8R1R9_L,PEG(PB07)_L3,5,8,1.6,0.8944271909999159
Delta7(PB15)_L8R1R9_L,PEG(PB07)_R7,2,3,1.5,0.7071067811865476
Delta7(PB15)_L8R1R9_L,PEG(PB07)_L7,3,13,4.333333333333333,5.773502691896257
Delta7(PB15)_L8R1R9_L,PEG(PB07)_L8,5,190,38.0,10.319883720275147
Delta7(PB15)_L8R1R9_L,PEG(PB07)_R9,5,297,59.4,25.18531318050264
Delta7(PB15)_L8R1R9_L,PEG(PB07)_L1,5,38,7.6,4.277849927241488
Delta7(PB15)_L8R1R9_L,PEG(PB07)_L2,2,3,1.5,0.7071067811865476
Delta7(PB15)_L8R1R9_L,PEG(PB07)_L9,1,4,4.0,0.0
Delta7(PB15)_L8R1R9_L,PEG(PB07)_R5,3,3,1.0,0.0
Delta7(PB15)_L8R1R9_L,PEG(PB07)_R8,4,15,3.75,2.9860788111948193
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_L7,4,8,2.0,1.1547005383792515
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_R4,0,0,0.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_R3,2,2,1.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_L2,0,0,0.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_R6,2,2,1.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_L6,0,0,0.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_L4,7,8,1.1428571428571428,0.37796447300922725
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_R5,3,3,1.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_R2,4,17,4.25,4.573474244670748
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_R7,1,1,1.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_R8,4,23,5.75,2.6299556396765835
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_L8,5,71,14.2,7.463243262818116
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_R9,5,96,19.2,12.357184145265458
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_L9,0,0,0.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_L3,2,2,1.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_L5,0,0,0.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_b(PB06b)_L4,5,7,1.4,0.5477225575051661
Delta7(PB15)_L8R1R9_L,PEN_b(PB06b)_R4,2,2,1.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_b(PB06b)_L6,0,0,0.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_b(PB06b)_R7,0,0,0.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_b(PB06b)_R2,5,37,7.4,4.505552130427524
Delta7(PB15)_L8R1R9_L,PEN_b(PB06b)_R5,3,4,1.3333333333333333,0.5773502691896257
Delta7(PB15)_L8R1R9_L,PEN_b(PB06b)_R6,2,2,1.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_b(PB06b)_R3,1,1,1.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_b(PB06b)_R8,3,32,10.666666666666666,3.0550504633038935
Delta7(PB15)_L8R1R9_L,PEN_b(PB06b)_R9,10,688,68.8,26.703308159602
Delta7(PB15)_L8R1R9_L,PEN_b(PB06b)_L9,1,1,1.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_b(PB06b)_L7,3,17,5.666666666666667,3.0550504633038935
Delta7(PB15)_L8R1R9_L,PEN_b(PB06b)_L8,5,264,52.8,23.338808881346107
Delta7(PB15)_L8R1R9_L,PEN_b(PB06b)_L5,0,0,0.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_b(PB06b)_L2,0,0,0.0,0.0
Delta7(PB15)_L8R1R9_L,PEN_b(PB06b)_L3,4,5,1.25,0.5
Delta7(PB15)_L3R6_R,EPG(PB08)_L3,12,238,19.833333333333332,8.695174558688318
Delta7(PB15)_L3R6_R,EPG(PB08)_R4,9,19,2.111111111111111,0.927960727138337
Delta7(PB15)_L3R6_R,EPG(PB08)_R3,11,46,4.181818181818182,2.088931871468374
Delta7(PB15)_L3R6_R,EPG(PB08)_L6,6,6,1.0,0.0
Delta7(PB15)_L3R6_R,EPG(PB08)_L1,2,2,1.0,0.0
Delta7(PB15)_L3R6_R,EPG(PB08)_R2,5,7,1.4,0.5477225575051661
Delta7(PB15)_L3R6_R,EPG(PB08)_L4,8,31,3.875,2.4748737341529163
Delta7(PB15)_L3R6_R,EPG(PB08)_R5,4,5,1.25,0.5
Delta7(PB15)_L3R6_R,EPG(PB08)_L5,2,2,1.0,0.0
Delta7(PB15)_L3R6_R,EPG(PB08)_L2,5,28,5.6,6.308724118235002
Delta7(PB15)_L3R6_R,EPG(PB08)_R6,12,199,16.583333333333332,9.491224016602565
