instance_pre,instance_post,mean_syn_cnt,cs_weight
Delta7(PB15)_L7R2_L,PEN_a(PB06a)_R8,0.0,0.625
Delta7(PB15)_L7R2_L,PEN_a(PB06a)_R9,0.0,2.25
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_L2,0.0,0.5
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_L3,1.0,0.375
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_L4,1.1428571428571428,0.625
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_L5,0.0,0.625
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_L6,0.0,0.375
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_L7,2.0,2.75
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_L8,14.2,17.375
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_L9,0.0,4.25
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_R2,4.25,3.625
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_R3,1.0,0.25
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_R4,0.0,0.75
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_R5,1.0,1.0
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_R6,1.0,1.0
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_R7,1.0,0.625
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_R8,5.75,2.25
Delta7(PB15)_L8R1R9_L,PEN_a(PB06a)_R9,19.2,21.625
